"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"ILI","Iliamna, AK","ANC","Anchorage, AK",
"ILI","Iliamna, AK","PTH","Port Heiden, AK",
"ILI","Iliamna, AK","TOG","Togiak, AK",
"ILI","Iliamna, AK","PTA","Port Alsworth, AK",
"ILI","Iliamna, AK","ANC","Anchorage, AK",
"ILI","Iliamna, AK","ANC","Anchorage, AK",
"ILI","Iliamna, AK","KNK","Kokhanok, AK",
"ILI","Iliamna, AK","NNL","Nondalton, AK",
"ILI","Iliamna, AK","ANC","Anchorage, AK",
"ILI","Iliamna, AK","KNK","Kokhanok, AK",
"ILI","Iliamna, AK","NNL","Nondalton, AK",
"ILI","Iliamna, AK","PTA","Port Alsworth, AK",
"ILI","Iliamna, AK","PDB","Pedro Bay, AK",
"ILI","Iliamna, AK","PDB","Pedro Bay, AK",
"ILI","Iliamna, AK","KNK","Kokhanok, AK",
"ILI","Iliamna, AK","AKN","King Salmon, AK",
"ILI","Iliamna, AK","SCM","Scammon Bay, AK",
"ILI","Iliamna, AK","CIK","Chalkyitsik, AK",
"ILI","Iliamna, AK","NNL","Nondalton, AK",
"ILI","Iliamna, AK","SDP","Sandpoint, AK",
"ILI","Iliamna, AK","ANC","Anchorage, AK",
"ILI","Iliamna, AK","IGG","Igiugig, AK",
"ILI","Iliamna, AK","HUS","Hughes, AK",
"ILI","Iliamna, AK","CYF","Chefornak, AK",
"ILI","Iliamna, AK","KNK","Kokhanok, AK",
"ILI","Iliamna, AK","NNL","Nondalton, AK",
"ILI","Iliamna, AK","PDB","Pedro Bay, AK",
"ILI","Iliamna, AK","KLL","Levelock, AK",
"ILI","Iliamna, AK","KNK","Kokhanok, AK",
"ILI","Iliamna, AK","NNL","Nondalton, AK",
"ILI","Iliamna, AK","HOM","Homer, AK",
"ILI","Iliamna, AK","KNK","Kokhanok, AK",
"ILI","Iliamna, AK","IGG","Igiugig, AK",
"ILI","Iliamna, AK","AKN","King Salmon, AK",
"ILI","Iliamna, AK","ANC","Anchorage, AK",
"ILM","Wilmington, NC","ATL","Atlanta, GA",
"ILM","Wilmington, NC","IAD","Washington, DC",
"ILM","Wilmington, NC","MQY","Smyrna, TN",
"ILM","Wilmington, NC","CLT","Charlotte, NC",
"ILM","Wilmington, NC","DFW","Dallas/Fort Worth, TX",
"ILM","Wilmington, NC","CLT","Charlotte, NC",
"ILM","Wilmington, NC","CLT","Charlotte, NC",
"ILM","Wilmington, NC","PHL","Philadelphia, PA",
"ILM","Wilmington, NC","FLL","Fort Lauderdale, FL",
"ILM","Wilmington, NC","CLT","Charlotte, NC",
"ILM","Wilmington, NC","CLT","Charlotte, NC",
"ILM","Wilmington, NC","RDU","Raleigh/Durham, NC",
"ILM","Wilmington, NC","PHL","Philadelphia, PA",
"ILM","Wilmington, NC","IAD","Washington, DC",
"ILN","Wilmington, OH","CVG","Cincinnati, OH",
"ILN","Wilmington, OH","IAH","Houston, TX",
"ILN","Wilmington, OH","DEN","Denver, CO",
"ILN","Wilmington, OH","RFD","Rockford, IL",
"ILN","Wilmington, OH","ILN","Wilmington, OH",
"ILN","Wilmington, OH","PHX","Phoenix, AZ",
"ILN","Wilmington, OH","ONT","Ontario, CA",
"ILN","Wilmington, OH","ATL","Atlanta, GA",
"ILN","Wilmington, OH","PHX","Phoenix, AZ",
"ILN","Wilmington, OH","SFO","San Francisco, CA",
"ILN","Wilmington, OH","MIA","Miami, FL",
"ILN","Wilmington, OH","ORD","Chicago, IL",
"ILN","Wilmington, OH","ONT","Ontario, CA",
"ILN","Wilmington, OH","SEA","Seattle, WA",
"ILN","Wilmington, OH","BDL","Hartford, CT",
"ILN","Wilmington, OH","ATL","Atlanta, GA",
"ILN","Wilmington, OH","PHX","Phoenix, AZ",
"ILN","Wilmington, OH","SFO","San Francisco, CA",
"ILN","Wilmington, OH","AUS","Austin, TX",
"ILN","Wilmington, OH","JFK","New York, NY",
"ILN","Wilmington, OH","BWI","Baltimore, MD",
"ILN","Wilmington, OH","CLT","Charlotte, NC",
"IMT","Iron Mountain/Kingsfd, MI","MSP","Minneapolis, MN",
"IMT","Iron Mountain/Kingsfd, MI","MKE","Milwaukee, WI",
"IMT","Iron Mountain/Kingsfd, MI","DTW","Detroit, MI",
"IND","Indianapolis, IN","DTW","Detroit, MI",
"IND","Indianapolis, IN","MSP","Minneapolis, MN",
"IND","Indianapolis, IN","ATL","Atlanta, GA",
"IND","Indianapolis, IN","ATL","Atlanta, GA",
"IND","Indianapolis, IN","SLC","Salt Lake City, UT",
"IND","Indianapolis, IN","MSP","Minneapolis, MN",
"IND","Indianapolis, IN","ATL","Atlanta, GA",
"IND","Indianapolis, IN","MSP","Minneapolis, MN",
"IND","Indianapolis, IN","BNA","Nashville, TN",
"IND","Indianapolis, IN","ATL","Atlanta, GA",
"IND","Indianapolis, IN","CLE","Cleveland, OH",
"IND","Indianapolis, IN","DTW","Detroit, MI",
"IND","Indianapolis, IN","DTW","Detroit, MI",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","EWR","Newark, NJ",
"IND","Indianapolis, IN","SEA","Seattle, WA",
"IND","Indianapolis, IN","SEA","Seattle, WA",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","RNO","Reno, NV",
"IND","Indianapolis, IN","SFO","San Francisco, CA",
"IND","Indianapolis, IN","TPA","Tampa, FL",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","LAS","Las Vegas, NV",
"IND","Indianapolis, IN","BWI","Baltimore, MD",
"IND","Indianapolis, IN","DAL","Dallas, TX",
"IND","Indianapolis, IN","HOU","Houston, TX",
"IND","Indianapolis, IN","BNA","Nashville, TN",
"IND","Indianapolis, IN","ATL","Atlanta, GA",
"IND","Indianapolis, IN","PHX","Phoenix, AZ",
"IND","Indianapolis, IN","MDW","Chicago, IL",
"IND","Indianapolis, IN","RSW","Fort Myers, FL",
"IND","Indianapolis, IN","MCO","Orlando, FL",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","MCO","Orlando, FL",
"IND","Indianapolis, IN","CLT","Charlotte, NC",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","LAS","Las Vegas, NV",
"IND","Indianapolis, IN","BWI","Baltimore, MD",
"IND","Indianapolis, IN","MCO","Orlando, FL",
"IND","Indianapolis, IN","GPT","Gulfport/Biloxi, MS",
"IND","Indianapolis, IN","SBN","South Bend, IN",
"IND","Indianapolis, IN","PIE","St. Petersburg, FL",
"IND","Indianapolis, IN","DTW","Detroit, MI",
"IND","Indianapolis, IN","MIA","Miami, FL",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","EWR","Newark, NJ",
"IND","Indianapolis, IN","CLT","Charlotte, NC",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","PHL","Philadelphia, PA",
"IND","Indianapolis, IN","IAD","Washington, DC",
"IND","Indianapolis, IN","LGA","New York, NY",
"IND","Indianapolis, IN","DCA","Washington, DC",
"IND","Indianapolis, IN","SAV","Savannah, GA",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","EWR","Newark, NJ",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","IAD","Washington, DC",
"IND","Indianapolis, IN","LGA","New York, NY",
"IND","Indianapolis, IN","IAH","Houston, TX",
"IND","Indianapolis, IN","TPA","Tampa, FL",
"IND","Indianapolis, IN","LAS","Las Vegas, NV",
"IND","Indianapolis, IN","RSW","Fort Myers, FL",
"IND","Indianapolis, IN","MCO","Orlando, FL",
"IND","Indianapolis, IN","TPA","Tampa, FL",
"IND","Indianapolis, IN","LAS","Las Vegas, NV",
"IND","Indianapolis, IN","RSW","Fort Myers, FL",
"IND","Indianapolis, IN","MCO","Orlando, FL",
"IND","Indianapolis, IN","DFW","Dallas/Fort Worth, TX",
"IND","Indianapolis, IN","DFW","Dallas/Fort Worth, TX",
"IND","Indianapolis, IN","PHX","Phoenix, AZ",
"IND","Indianapolis, IN","PHX","Phoenix, AZ",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","LAS","Las Vegas, NV",
"IND","Indianapolis, IN","MCO","Orlando, FL",
"IND","Indianapolis, IN","CLE","Cleveland, OH",
"IND","Indianapolis, IN","DTW","Detroit, MI",
"IND","Indianapolis, IN","MIA","Miami, FL",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","STL","St. Louis, MO",
"IND","Indianapolis, IN","IAH","Houston, TX",
"IND","Indianapolis, IN","ONT","Ontario, CA",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","SLC","Salt Lake City, UT",
"IND","Indianapolis, IN","OAK","Oakland, CA",
"IND","Indianapolis, IN","SAN","San Diego, CA",
"IND","Indianapolis, IN","MSP","Minneapolis, MN",
"IND","Indianapolis, IN","SEA","Seattle, WA",
"IND","Indianapolis, IN","MKE","Milwaukee, WI",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","RDU","Raleigh/Durham, NC",
"IND","Indianapolis, IN","PHL","Philadelphia, PA",
"IND","Indianapolis, IN","DFW","Dallas/Fort Worth, TX",
"IND","Indianapolis, IN","BNA","Nashville, TN",
"IND","Indianapolis, IN","ATL","Atlanta, GA",
"IND","Indianapolis, IN","LAX","Los Angeles, CA",
"IND","Indianapolis, IN","BOS","Boston, MA",
"IND","Indianapolis, IN","PHX","Phoenix, AZ",
"IND","Indianapolis, IN","JFK","New York, NY",
"IND","Indianapolis, IN","SBN","South Bend, IN",
"IND","Indianapolis, IN","PKB","Parkersburg, WV",
"IND","Indianapolis, IN","DTW","Detroit, MI",
"IND","Indianapolis, IN","ONT","Ontario, CA",
"IND","Indianapolis, IN","GSO","Greensboro/High Point, NC",
"IND","Indianapolis, IN","OMA","Omaha, NE",
"IND","Indianapolis, IN","TPA","Tampa, FL",
"IND","Indianapolis, IN","OAK","Oakland, CA",
"IND","Indianapolis, IN","MDT","Harrisburg, PA",
"IND","Indianapolis, IN","FNT","Flint, MI",
"IND","Indianapolis, IN","GSP","Greer, SC",
"IND","Indianapolis, IN","SYR","Syracuse, NY",
"IND","Indianapolis, IN","MSP","Minneapolis, MN",
"IND","Indianapolis, IN","PDX","Portland, OR",
"IND","Indianapolis, IN","CID","Cedar Rapids/Iowa City, IA",
"IND","Indianapolis, IN","MKE","Milwaukee, WI",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","PHL","Philadelphia, PA",
"IND","Indianapolis, IN","BNA","Nashville, TN",
"IND","Indianapolis, IN","BOS","Boston, MA",
"IND","Indianapolis, IN","PHX","Phoenix, AZ",
"IND","Indianapolis, IN","SWF","Newburgh/Poughkeepsie, NY",
"IND","Indianapolis, IN","JFK","New York, NY",
"IND","Indianapolis, IN","MCO","Orlando, FL",
"IND","Indianapolis, IN","RIC","Richmond, VA",
"IND","Indianapolis, IN","MIA","Miami, FL",
"IND","Indianapolis, IN","ONT","Ontario, CA",
"IND","Indianapolis, IN","TYS","Knoxville, TN",
"IND","Indianapolis, IN","OAK","Oakland, CA",
"IND","Indianapolis, IN","ABE","Allentown/Bethlehem/Easton, PA",
"IND","Indianapolis, IN","BWI","Baltimore, MD",
"IND","Indianapolis, IN","MKE","Milwaukee, WI",
"IND","Indianapolis, IN","CLT","Charlotte, NC",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","PHL","Philadelphia, PA",
"IND","Indianapolis, IN","PIT","Pittsburgh, PA",
"IND","Indianapolis, IN","IAD","Washington, DC",
"IND","Indianapolis, IN","DFW","Dallas/Fort Worth, TX",
"IND","Indianapolis, IN","BDL","Hartford, CT",
"IND","Indianapolis, IN","LAX","Los Angeles, CA",
"IND","Indianapolis, IN","BOS","Boston, MA",
"IND","Indianapolis, IN","MCI","Kansas City, MO",
"IND","Indianapolis, IN","GRR","Grand Rapids, MI",
"IND","Indianapolis, IN","EWR","Newark, NJ",
"IND","Indianapolis, IN","OAK","Oakland, CA",
"IND","Indianapolis, IN","SEA","Seattle, WA",
"IND","Indianapolis, IN","PDX","Portland, OR",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","LAX","Los Angeles, CA",
"IND","Indianapolis, IN","PHX","Phoenix, AZ",
"IND","Indianapolis, IN","ANC","Anchorage, AK",
"IND","Indianapolis, IN","OMA","Omaha, NE",
"IND","Indianapolis, IN","RST","Rochester, MN",
"IND","Indianapolis, IN","BNA","Nashville, TN",
"IND","Indianapolis, IN","LCK","Columbus, OH",
"IND","Indianapolis, IN","FSD","Sioux Falls, SD",
"IND","Indianapolis, IN","EWR","Newark, NJ",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","ANC","Anchorage, AK",
"IND","Indianapolis, IN","OAK","Oakland, CA",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","LAX","Los Angeles, CA",
"IND","Indianapolis, IN","MIA","Miami, FL",
"IND","Indianapolis, IN","EWR","Newark, NJ",
"IND","Indianapolis, IN","ONT","Ontario, CA",
"IND","Indianapolis, IN","SEA","Seattle, WA",
"IND","Indianapolis, IN","MEM","Memphis, TN",
"IND","Indianapolis, IN","LAX","Los Angeles, CA",
"IND","Indianapolis, IN","LAS","Las Vegas, NV",
"IND","Indianapolis, IN","LAS","Las Vegas, NV",
"IND","Indianapolis, IN","PGD","Punta Gorda, FL",
"IND","Indianapolis, IN","SFB","Sanford, FL",
"IND","Indianapolis, IN","PIE","St. Petersburg, FL",
"IND","Indianapolis, IN","FLL","Fort Lauderdale, FL",
"IND","Indianapolis, IN","SRQ","Sarasota/Bradenton, FL",
"IND","Indianapolis, IN","PBI","West Palm Beach/Palm Beach, FL",
"IND","Indianapolis, IN","BIF","El Paso, TX",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","DEN","Denver, CO",
"IND","Indianapolis, IN","IAH","Houston, TX",
"IND","Indianapolis, IN","ORD","Chicago, IL",
"IND","Indianapolis, IN","DEN","Denver, CO",
"INL","International Falls, MN","MSP","Minneapolis, MN",
"IPL","El Centro, CA","SAN","San Diego, CA",
"IPL","El Centro, CA","LAX","Los Angeles, CA",
"IPT","Williamsport, PA","CLT","Charlotte, NC",
"IPT","Williamsport, PA","MDT","Harrisburg, PA",
"IRC","Circle, AK","FAI","Fairbanks, AK",
"IRC","Circle, AK","CEM","Central, AK",
"IRK","Kirksville, MO","STL","St. Louis, MO",
"ISP","Islip, NY","PBI","West Palm Beach/Palm Beach, FL",
"ISP","Islip, NY","RSW","Fort Myers, FL",
"ISP","Islip, NY","MCO","Orlando, FL",
"ISP","Islip, NY","PBI","West Palm Beach/Palm Beach, FL",
"ISP","Islip, NY","MYR","Myrtle Beach, SC",
"ISP","Islip, NY","RSW","Fort Myers, FL",
"ISP","Islip, NY","MCO","Orlando, FL",
"ISP","Islip, NY","MCO","Orlando, FL",
"ISP","Islip, NY","PHL","Philadelphia, PA",
"ISP","Islip, NY","LEX","Lexington, KY",
"ISP","Islip, NY","BWI","Baltimore, MD",
"ISP","Islip, NY","MYR","Myrtle Beach, SC",
"ISP","Islip, NY","TPA","Tampa, FL",
"ITH","Ithaca/Cortland, NY","HPN","White Plains, NY",
"ITH","Ithaca/Cortland, NY","CLT","Charlotte, NC",
"ITH","Ithaca/Cortland, NY","DTW","Detroit, MI",
"ITO","Hilo, HI","BFI","Seattle, WA",
"ITO","Hilo, HI","HNL","Honolulu, HI",
"ITO","Hilo, HI","OGG","Kahului, HI",
"ITO","Hilo, HI","HNL","Honolulu, HI",
"ITO","Hilo, HI","HNL","Honolulu, HI",
"ITO","Hilo, HI","OGG","Kahului, HI",
"ITO","Hilo, HI","LIH","Lihue, HI",
"ITO","Hilo, HI","KOA","Kona, HI",
"ITO","Hilo, HI","HNL","Honolulu, HI",
"ITO","Hilo, HI","HNL","Honolulu, HI",
"ITO","Hilo, HI","OGG","Kahului, HI",
"ITO","Hilo, HI","KOA","Kona, HI",
"ITO","Hilo, HI","HNL","Honolulu, HI",
"ITO","Hilo, HI","KOA","Kona, HI",
"IWD","Ironwood, MI","ORD","Chicago, IL",
"IWD","Ironwood, MI","MSP","Minneapolis, MN",
"IYK","Inyokern, CA","ONT","Ontario, CA",
"JAC","Jackson, WY","SLC","Salt Lake City, UT",
"JAC","Jackson, WY","DEN","Denver, CO",
"JAC","Jackson, WY","DEN","Denver, CO",
"JAC","Jackson, WY","VNY","Van Nuys, CA",
"JAC","Jackson, WY","VNY","Van Nuys, CA",
"JAC","Jackson, WY","CLD","Carlsbad, CA",
"JAC","Jackson, WY","ORD","Chicago, IL",
"JAC","Jackson, WY","DFW","Dallas/Fort Worth, TX",
"JAC","Jackson, WY","SLC","Salt Lake City, UT",
"JAC","Jackson, WY","DEN","Denver, CO",
"JAC","Jackson, WY","SLC","Salt Lake City, UT",
"JAC","Jackson, WY","BNA","Nashville, TN",
"JAC","Jackson, WY","IDA","Idaho Falls, ID",
"JAN","Jackson/Vicksburg, MS","ATL","Atlanta, GA",
"JAN","Jackson/Vicksburg, MS","ATL","Atlanta, GA",
"JAN","Jackson/Vicksburg, MS","ATL","Atlanta, GA",
"JAN","Jackson/Vicksburg, MS","IAH","Houston, TX",
"JAN","Jackson/Vicksburg, MS","ONT","Ontario, CA",
"JAN","Jackson/Vicksburg, MS","SLC","Salt Lake City, UT",
"JAN","Jackson/Vicksburg, MS","OAK","Oakland, CA",
"JAN","Jackson/Vicksburg, MS","RNO","Reno, NV",
"JAN","Jackson/Vicksburg, MS","RFD","Rockford, IL",
"JAN","Jackson/Vicksburg, MS","PHX","Phoenix, AZ",
"JAN","Jackson/Vicksburg, MS","MCI","Kansas City, MO",
"JAN","Jackson/Vicksburg, MS","SDF","Louisville, KY",
"JAN","Jackson/Vicksburg, MS","PNS","Pensacola, FL",
"JAN","Jackson/Vicksburg, MS","LFT","Lafayette, LA",
"JAN","Jackson/Vicksburg, MS","TUL","Tulsa, OK",
"JAN","Jackson/Vicksburg, MS","SDF","Louisville, KY",
"JAN","Jackson/Vicksburg, MS","OKC","Oklahoma City, OK",
"JAN","Jackson/Vicksburg, MS","GRK","Killeen, TX",
"JAN","Jackson/Vicksburg, MS","DFW","Dallas/Fort Worth, TX",
"JAN","Jackson/Vicksburg, MS","CLT","Charlotte, NC",
"JAN","Jackson/Vicksburg, MS","CLT","Charlotte, NC",
"JAN","Jackson/Vicksburg, MS","LAS","Las Vegas, NV",
"JAN","Jackson/Vicksburg, MS","IFP","Bullhead City, AZ",
"JAN","Jackson/Vicksburg, MS","PNS","Pensacola, FL",
"JAN","Jackson/Vicksburg, MS","LAX","Los Angeles, CA",
"JAN","Jackson/Vicksburg, MS","IAH","Houston, TX",
"JAX","Jacksonville, FL","JFK","New York, NY",
"JAX","Jacksonville, FL","ATL","Atlanta, GA",
"JAX","Jacksonville, FL","SAV","Savannah, GA",
"JAX","Jacksonville, FL","ATL","Atlanta, GA",
"JAX","Jacksonville, FL","ATL","Atlanta, GA",
"JAX","Jacksonville, FL","ATL","Atlanta, GA",
"JAX","Jacksonville, FL","ATL","Atlanta, GA",
"JAX","Jacksonville, FL","DTW","Detroit, MI",
"JAX","Jacksonville, FL","IAH","Houston, TX",
"JAX","Jacksonville, FL","IAD","Washington, DC",
"JAX","Jacksonville, FL","FLL","Fort Lauderdale, FL",
"JAX","Jacksonville, FL","EWR","Newark, NJ",
"JAX","Jacksonville, FL","BOS","Boston, MA",
"JAX","Jacksonville, FL","JFK","New York, NY",
"JAX","Jacksonville, FL","SJU","San Juan, PR",
"JAX","Jacksonville, FL","SDF","Louisville, KY",
"JAX","Jacksonville, FL","ORF","Norfolk, VA",
"JAX","Jacksonville, FL","PHL","Philadelphia, PA",
"JAX","Jacksonville, FL","ATL","Atlanta, GA",
"JAX","Jacksonville, FL","SDF","Louisville, KY",
"JAX","Jacksonville, FL","RSW","Fort Myers, FL",
"JAX","Jacksonville, FL","MIA","Miami, FL",
"JAX","Jacksonville, FL","RNO","Reno, NV",
"JAX","Jacksonville, FL","SJU","San Juan, PR",
"JAX","Jacksonville, FL","SDF","Louisville, KY",
"JAX","Jacksonville, FL","MCO","Orlando, FL",
"JAX","Jacksonville, FL","IAH","Houston, TX",
"JAX","Jacksonville, FL","BWI","Baltimore, MD",
"JAX","Jacksonville, FL","HOU","Houston, TX",
"JAX","Jacksonville, FL","BNA","Nashville, TN",
"JAX","Jacksonville, FL","ATL","Atlanta, GA",
"JAX","Jacksonville, FL","CLT","Charlotte, NC",
"JAX","Jacksonville, FL","DAB","Daytona Beach, FL",
"JAX","Jacksonville, FL","CLT","Charlotte, NC",
"JAX","Jacksonville, FL","CVG","Cincinnati, OH",
"JAX","Jacksonville, FL","MIA","Miami, FL",
"JAX","Jacksonville, FL","IAH","Houston, TX",
"JAX","Jacksonville, FL","LAX","Los Angeles, CA",
"JAX","Jacksonville, FL","BWI","Baltimore, MD",
"JAX","Jacksonville, FL","BNA","Nashville, TN",
"JAX","Jacksonville, FL","GPT","Gulfport/Biloxi, MS",
"JAX","Jacksonville, FL","MIA","Miami, FL",
"JAX","Jacksonville, FL","ORD","Chicago, IL",
"JAX","Jacksonville, FL","EWR","Newark, NJ",
"JAX","Jacksonville, FL","CLT","Charlotte, NC",
"JAX","Jacksonville, FL","PHL","Philadelphia, PA",
"JAX","Jacksonville, FL","ORD","Chicago, IL",
"JAX","Jacksonville, FL","EWR","Newark, NJ",
"JAX","Jacksonville, FL","IAD","Washington, DC",
"JAX","Jacksonville, FL","IAH","Houston, TX",
"JAX","Jacksonville, FL","IAD","Washington, DC",
"JAX","Jacksonville, FL","IAD","Washington, DC",
"JAX","Jacksonville, FL","BWI","Baltimore, MD",
"JAX","Jacksonville, FL","BWI","Baltimore, MD",
"JAX","Jacksonville, FL","MIA","Miami, FL",
"JAX","Jacksonville, FL","CLT","Charlotte, NC",
"JAX","Jacksonville, FL","DFW","Dallas/Fort Worth, TX",
"JAX","Jacksonville, FL","MIA","Miami, FL",
"JAX","Jacksonville, FL","CLT","Charlotte, NC",
"JAX","Jacksonville, FL","DFW","Dallas/Fort Worth, TX",
"JAX","Jacksonville, FL","CLT","Charlotte, NC",
"JAX","Jacksonville, FL","CLT","Charlotte, NC",
"JAX","Jacksonville, FL","PHL","Philadelphia, PA",
"JAX","Jacksonville, FL","MEM","Memphis, TN",
"JAX","Jacksonville, FL","MEM","Memphis, TN",
"JAX","Jacksonville, FL","BNA","Nashville, TN",
"JAX","Jacksonville, FL","CVG","Cincinnati, OH",
"JAX","Jacksonville, FL","PIT","Pittsburgh, PA",
"JAX","Jacksonville, FL","CVG","Cincinnati, OH",
"JAX","Jacksonville, FL","ORD","Chicago, IL",
"JAX","Jacksonville, FL","DEN","Denver, CO",
"JBR","Jonesboro, AR","STL","St. Louis, MO",
"JFK","New York, NY","BUF","Buffalo, NY",
"JFK","New York, NY","ORD","Chicago, IL",
"JFK","New York, NY","JAX","Jacksonville, FL",
"JFK","New York, NY","SYR","Syracuse, NY",
"JFK","New York, NY","RDU","Raleigh/Durham, NC",
"JFK","New York, NY","IAD","Washington, DC",
"JFK","New York, NY","BOS","Boston, MA",
"JFK","New York, NY","DCA","Washington, DC",
"JFK","New York, NY","CHS","Charleston, SC",
"JFK","New York, NY","ROC","Rochester, NY",
"JFK","New York, NY","SAV","Savannah, GA",
"JFK","New York, NY","SLC","Salt Lake City, UT",
"JFK","New York, NY","ATL","Atlanta, GA",
"JFK","New York, NY","FLL","Fort Lauderdale, FL",
"JFK","New York, NY","PHX","Phoenix, AZ",
"JFK","New York, NY","SLC","Salt Lake City, UT",
"JFK","New York, NY","LAS","Las Vegas, NV",
"JFK","New York, NY","SEA","Seattle, WA",
"JFK","New York, NY","ATL","Atlanta, GA",
"JFK","New York, NY","LAX","Los Angeles, CA",
"JFK","New York, NY","SFO","San Francisco, CA",
"JFK","New York, NY","SLC","Salt Lake City, UT",
"JFK","New York, NY","LAS","Las Vegas, NV",
"JFK","New York, NY","SAN","San Diego, CA",
"JFK","New York, NY","SEA","Seattle, WA",
"JFK","New York, NY","PDX","Portland, OR",
"JFK","New York, NY","ATL","Atlanta, GA",
"JFK","New York, NY","LAX","Los Angeles, CA",
"JFK","New York, NY","SFO","San Francisco, CA",
"JFK","New York, NY","STT","Charlotte Amalie, VI",
"JFK","New York, NY","DTW","Detroit, MI",
"JFK","New York, NY","MIA","Miami, FL",
"JFK","New York, NY","TPA","Tampa, FL",
"JFK","New York, NY","MSP","Minneapolis, MN",
"JFK","New York, NY","FLL","Fort Lauderdale, FL",
"JFK","New York, NY","AUS","Austin, TX",
"JFK","New York, NY","MCO","Orlando, FL",
"JFK","New York, NY","DTW","Detroit, MI",
"JFK","New York, NY","SLC","Salt Lake City, UT",
"JFK","New York, NY","MSP","Minneapolis, MN",
"JFK","New York, NY","FLL","Fort Lauderdale, FL",
"JFK","New York, NY","DTW","Detroit, MI",
"JFK","New York, NY","ATL","Atlanta, GA",
"JFK","New York, NY","FLL","Fort Lauderdale, FL",
"JFK","New York, NY","MCO","Orlando, FL",
"JFK","New York, NY","LAX","Los Angeles, CA",
"JFK","New York, NY","LGA","New York, NY",
"JFK","New York, NY","ATL","Atlanta, GA",
"JFK","New York, NY","LAX","Los Angeles, CA",
"JFK","New York, NY","TPA","Tampa, FL",
"JFK","New York, NY","DEN","Denver, CO",
"JFK","New York, NY","SLC","Salt Lake City, UT",
"JFK","New York, NY","LAS","Las Vegas, NV",
"JFK","New York, NY","MSP","Minneapolis, MN",
"JFK","New York, NY","ATL","Atlanta, GA",
"JFK","New York, NY","PHX","Phoenix, AZ",
"JFK","New York, NY","SJU","San Juan, PR",
"JFK","New York, NY","ATL","Atlanta, GA",
"JFK","New York, NY","CVG","Cincinnati, OH",
"JFK","New York, NY","RDU","Raleigh/Durham, NC",
"JFK","New York, NY","BUF","Buffalo, NY",
"JFK","New York, NY","BUF","Buffalo, NY",
"JFK","New York, NY","PIT","Pittsburgh, PA",
"JFK","New York, NY","BUF","Buffalo, NY",
"JFK","New York, NY","ORD","Chicago, IL",
"JFK","New York, NY","ACK","Nantucket, MA",
